PROVIDER_ID,ORGANIZATION_ID,HOSPITAL_ID,HOSPITAL_NAME,NAME,SPECIALITY,GENDER
PRV000436,ORG0436,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Thomas756 Strosin214,GENERAL PRACTICE,M
PRV000437,ORG0437,223302,BOSTON CHILDREN'S HOSPITAL,Darren774 Cronin387,GENERAL PRACTICE,M
PRV000438,ORG0438,220031,BOSTON MEDICAL CENTER,Jaime666 Naranjo39,GENERAL PRACTICE,M
PRV000439,ORG0439,220036,BOSTON MEDICAL CENTER-BRIGHTON,Ettie537 Baumbach677,GENERAL PRACTICE,F
PRV000440,ORG0440,224022,BOURNEWOOD HOSPITAL,Colton403 Shields502,GENERAL PRACTICE,M
PRV000441,ORG0441,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Kyong970 Dach178,GENERAL PRACTICE,F
PRV000442,ORG0442,220110,BRIGHAM AND WOMEN'S HOSPITAL,Forest317 Hilll811,GENERAL PRACTICE,M
PRV000443,ORG0443,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Sunni15 Schroeder447,GENERAL PRACTICE,F
PRV000444,ORG0444,220011,CAMBRIDGE HEALTH ALLIANCE,Karri995 Reinger292,GENERAL PRACTICE,F
PRV000445,ORG0445,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Emma804 Larkin917,GENERAL PRACTICE,F
PRV000446,ORG0446,220012,CAPE COD HOSPITAL,Eddie505 Keeling57,GENERAL PRACTICE,F
PRV000447,ORG0447,220017,CARNEY HOSPITAL,Tamika537 Flatley871,GENERAL PRACTICE,F
PRV000448,ORG0448,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Sacha430 Wisoky380,GENERAL PRACTICE,F
PRV000449,ORG0449,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Monroe732 Ankunding277,GENERAL PRACTICE,M
PRV000450,ORG0450,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Trinidad33 Mertz280,GENERAL PRACTICE,M
PRV000451,ORG0451,220084,EMERSON HOSPITAL -,Damon455 Schultz619,GENERAL PRACTICE,M
PRV000452,ORG0452,221302,FAIRVIEW HOSPITAL,Terrence276 Kiehn525,GENERAL PRACTICE,M
PRV000453,ORG0453,220135,FALMOUTH HOSPITAL,Junior695 Kuhlman484,GENERAL PRACTICE,M
PRV000454,ORG0454,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Del587 Nicolas769,GENERAL PRACTICE,M
PRV000455,ORG0455,220111,GOOD SAMARITAN MEDICAL CENTER,Elicia233 Huels583,GENERAL PRACTICE,F
PRV000456,ORG0456,220095,HEYWOOD HOSPITAL -,Eustolia154 Paucek755,GENERAL PRACTICE,F
PRV000457,ORG0457,220080,HOLY FAMILY HOSPITAL,Bertram873 Goyette777,GENERAL PRACTICE,M
PRV000458,ORG0458,220024,HOLYOKE MEDICAL CENTER,Nikki942 Hilll811,GENERAL PRACTICE,F
PRV000459,ORG0459,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Liberty95 Kihn564,GENERAL PRACTICE,F
PRV000460,ORG0460,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Dee580 Trantow673,GENERAL PRACTICE,F
PRV000461,ORG0461,220063,LOWELL GENERAL HOSPITAL,Saturnina961 Gibson10,GENERAL PRACTICE,F
PRV000462,ORG0462,221300,MARTHA'S VINEYARD HOSPITAL INC,Enola75 Schinner682,GENERAL PRACTICE,F
PRV000463,ORG0463,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Frederick289 Bins636,GENERAL PRACTICE,M
PRV000464,ORG0464,220071,MASSACHUSETTS GENERAL HOSPITAL,Mozell819 Prohaska837,GENERAL PRACTICE,F
PRV000465,ORG0465,224007,MCLEAN HOSPITAL CORPORATION,Elijah719 Flatley871,GENERAL PRACTICE,M
PRV000466,ORG0466,220070,MELROSEWAKEFIELD HEALTHCARE,Ricardo560 Olvera69,GENERAL PRACTICE,M
PRV000467,ORG0467,220066,MERCY MEDICAL CTR,Nilda678 Crona259,GENERAL PRACTICE,F
PRV000468,ORG0468,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Viki353 Boehm581,GENERAL PRACTICE,F
PRV000469,ORG0469,220175,METROWEST MEDICAL CENTER,Fidel864 Swift555,GENERAL PRACTICE,M
PRV000470,ORG0470,220090,MILFORD REGIONAL MEDICAL CENTER,Alfred550 Goldner995,GENERAL PRACTICE,M
PRV000471,ORG0471,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Lavonna163 Johnson679,GENERAL PRACTICE,F
PRV000472,ORG0472,220002,MOUNT AUBURN HOSPITAL,Trenton748 Bernier607,GENERAL PRACTICE,M
PRV000473,ORG0473,220177,NANTUCKET COTTAGE HOSPITAL,Lovie151 Schoen8,GENERAL PRACTICE,F
PRV000474,ORG0474,220098,NASHOBA VALLEY MEDICAL CENTER,Merrilee429 Daugherty69,GENERAL PRACTICE,F
PRV000475,ORG0475,220088,NEW ENGLAND BAPTIST HOSPITAL,Barbara209 Aranda843,GENERAL PRACTICE,F
PRV000476,ORG0476,220101,NEWTON-WELLESLEY HOSPITAL,Alton320 Dibbert990,GENERAL PRACTICE,M
PRV000477,ORG0477,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Jettie913 Rodriguez71,GENERAL PRACTICE,F
PRV000478,ORG0478,220035,NORTH SHORE MEDICAL CENTER -,Ila598 Boyer713,GENERAL PRACTICE,F
PRV000479,ORG0479,22009F,NORTHAMPTON VA MEDICAL CENTER,Lesha323 Skiles927,GENERAL PRACTICE,F
PRV000480,ORG0480,220033,NORTHEAST HOSPITAL CORPORATION,Brock407 Hammes673,GENERAL PRACTICE,M
PRV000481,ORG0481,220126,NORWOOD HOSPITAL,Mohamed943 Hartmann983,GENERAL PRACTICE,M
PRV000482,ORG0482,220020,SAINT ANNE'S HOSPITAL,Shameka870 Reichert620,GENERAL PRACTICE,F
PRV000483,ORG0483,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Nan75 Collins926,GENERAL PRACTICE,F
PRV000484,ORG0484,220100,SOUTH SHORE HOSPITAL,Jamel269 Hudson301,GENERAL PRACTICE,M
PRV000485,ORG0485,224041,SOUTHCOAST BEHAVIORAL HEALTH,Mana631 Boehm581,GENERAL PRACTICE,F
PRV000486,ORG0486,220074,SOUTHCOAST HOSPITALS GROUP,Cassi819 McClure239,GENERAL PRACTICE,F
PRV000487,ORG0487,220176,ST VINCENT HOSPITAL,Buford910 Dach178,GENERAL PRACTICE,M
PRV000488,ORG0488,220008,STURDY MEMORIAL HOSPITAL,Fritz267 Kirlin939,GENERAL PRACTICE,M
PRV000489,ORG0489,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Almeda560 Okuneva707,GENERAL PRACTICE,F
PRV000490,ORG0490,224001,TAUNTON STATE HOSPITAL,Adolfo777 Abernathy524,GENERAL PRACTICE,M
PRV000491,ORG0491,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Roberto515 Tromp100,GENERAL PRACTICE,M
PRV000492,ORG0492,220116,TUFTS MEDICAL CENTER,Chun678 Armstrong51,GENERAL PRACTICE,F
PRV000493,ORG0493,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Maren639 Aufderhar910,GENERAL PRACTICE,F
PRV000494,ORG0494,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Madeline975 Friesen796,GENERAL PRACTICE,F
PRV000495,ORG0495,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Josephine273 Collier206,GENERAL PRACTICE,F
PRV000496,ORG0496,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Kirstin394 Bashirian201,GENERAL PRACTICE,F
PRV000497,ORG0497,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Cody889 Ratke343,GENERAL PRACTICE,F
PRV000498,ORG0498,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Eliseo499 Reinger292,GENERAL PRACTICE,M
PRV000499,ORG0499,224038,"WALDEN BEHAVIORAL CARE, LLC",Noe500 Roob72,GENERAL PRACTICE,M
PRV000500,ORG0500,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Carlton317 Koch169,GENERAL PRACTICE,M
PRV000501,ORG0501,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Armand155 Towne435,GENERAL PRACTICE,M
PRV000502,ORG0502,224039,WHITTIER PAVILION,Kourtney511 Rempel203,GENERAL PRACTICE,F
PRV000503,ORG0503,220105,WINCHESTER HOSPITAL,Genevie117 Gibson10,GENERAL PRACTICE,F
PRV000504,ORG0504,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Margaret865 Reinger292,GENERAL PRACTICE,F
PRV000505,ORG0505,220062,ADCARE HOSPITAL OF WORCESTER INC,Andreas188 Swaniawski813,GENERAL PRACTICE,M
PRV000506,ORG0506,220029,ANNA JAQUES HOSPITAL,Lizabeth515 Bergstrom287,GENERAL PRACTICE,F
PRV000507,ORG0507,224013,ARBOUR HOSPITAL,Marlin805 Breitenberg711,GENERAL PRACTICE,M
PRV000508,ORG0508,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Whitney250 Wiza601,GENERAL PRACTICE,M
PRV000509,ORG0509,224021,ARBOUR-FULLER HOSPITAL,Imogene688 Braun514,GENERAL PRACTICE,F
PRV000510,ORG0510,221303,ATHOL MEMORIAL HOSPITAL,Kirk871 Erdman779,GENERAL PRACTICE,M
PRV000511,ORG0511,220016,BAYSTATE FRANKLIN MEDICAL CENTER,José3 Menéndez746,GENERAL PRACTICE,M
PRV000512,ORG0512,220077,BAYSTATE MEDICAL CENTER,Reggie481 Kassulke119,GENERAL PRACTICE,M
PRV000513,ORG0513,220065,BAYSTATE NOBLE HOSPITAL,Fae378 Wiza601,GENERAL PRACTICE,F
PRV000514,ORG0514,220030,BAYSTATE WING HOSPITAL,Malcolm243 Kuvalis369,GENERAL PRACTICE,M
PRV000515,ORG0515,22001F,BEDFORD VA MEDICAL CENTER,Melvin857 Nikolaus26,GENERAL PRACTICE,M
PRV000516,ORG0516,220046,BERKSHIRE MEDICAL CENTER,Brant303 Lebsack687,GENERAL PRACTICE,M
PRV000517,ORG0517,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Miguel815 Roberts511,GENERAL PRACTICE,M
PRV000518,ORG0518,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Luis Miguel102 Beltrán716,GENERAL PRACTICE,M
PRV000519,ORG0519,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Mignon230 Ullrich385,GENERAL PRACTICE,F
PRV000520,ORG0520,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Keneth579 Schulist381,GENERAL PRACTICE,M
PRV000521,ORG0521,223302,BOSTON CHILDREN'S HOSPITAL,Wanetta360 Schumm995,GENERAL PRACTICE,F
PRV000522,ORG0522,220031,BOSTON MEDICAL CENTER,Boris111 Wehner319,GENERAL PRACTICE,M
PRV000523,ORG0523,220036,BOSTON MEDICAL CENTER-BRIGHTON,Deangelo7 Hintz995,GENERAL PRACTICE,M
PRV000524,ORG0524,224022,BOURNEWOOD HOSPITAL,Clelia416 Morissette863,GENERAL PRACTICE,F
PRV000525,ORG0525,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Morton637 Huels583,GENERAL PRACTICE,M
PRV000526,ORG0526,220110,BRIGHAM AND WOMEN'S HOSPITAL,María José279 Cabán897,GENERAL PRACTICE,F
PRV000527,ORG0527,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Larraine124 Torphy630,GENERAL PRACTICE,F
PRV000528,ORG0528,220011,CAMBRIDGE HEALTH ALLIANCE,Sandie760 Rodriguez71,GENERAL PRACTICE,F
PRV000529,ORG0529,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Francis500 Lehner980,GENERAL PRACTICE,M
PRV000530,ORG0530,220012,CAPE COD HOSPITAL,Jimmie93 Mayert710,GENERAL PRACTICE,M
PRV000531,ORG0531,220017,CARNEY HOSPITAL,Astrid395 Huels583,GENERAL PRACTICE,F
PRV000532,ORG0532,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Arden380 Bergstrom287,GENERAL PRACTICE,M
PRV000533,ORG0533,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Dusty207 Lynch190,GENERAL PRACTICE,F
PRV000534,ORG0534,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Rod343 Durgan499,GENERAL PRACTICE,M
PRV000535,ORG0535,220084,EMERSON HOSPITAL -,Buena501 Swift555,GENERAL PRACTICE,F
PRV000536,ORG0536,221302,FAIRVIEW HOSPITAL,Errol226 Kiehn525,GENERAL PRACTICE,M
PRV000537,ORG0537,220135,FALMOUTH HOSPITAL,Ollie731 Dooley940,GENERAL PRACTICE,M
PRV000538,ORG0538,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Karin721 Sporer811,GENERAL PRACTICE,F
PRV000539,ORG0539,220111,GOOD SAMARITAN MEDICAL CENTER,Lyndon118 Trantow673,GENERAL PRACTICE,M
PRV000540,ORG0540,220095,HEYWOOD HOSPITAL -,Werner409 Gerhold939,GENERAL PRACTICE,M
PRV000541,ORG0541,220080,HOLY FAMILY HOSPITAL,Linette249 Runte676,GENERAL PRACTICE,F
PRV000542,ORG0542,220024,HOLYOKE MEDICAL CENTER,Kerrie266 Bergstrom287,GENERAL PRACTICE,F
PRV000543,ORG0543,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Sunshine777 Leannon79,GENERAL PRACTICE,F
PRV000544,ORG0544,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Marc757 Greenholt190,GENERAL PRACTICE,M
PRV000545,ORG0545,220063,LOWELL GENERAL HOSPITAL,Peter292 Crona259,GENERAL PRACTICE,M
PRV000546,ORG0546,221300,MARTHA'S VINEYARD HOSPITAL INC,Pearline482 Pagac496,GENERAL PRACTICE,F
PRV000547,ORG0547,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Almeta56 Lehner980,GENERAL PRACTICE,F
PRV000548,ORG0548,220071,MASSACHUSETTS GENERAL HOSPITAL,Hunter736 Howe413,GENERAL PRACTICE,M
PRV000549,ORG0549,224007,MCLEAN HOSPITAL CORPORATION,Ian270 Flatley871,GENERAL PRACTICE,M
PRV000550,ORG0550,220070,MELROSEWAKEFIELD HEALTHCARE,Silva841 Grimes165,GENERAL PRACTICE,F
PRV000551,ORG0551,220066,MERCY MEDICAL CTR,Adela471 King743,GENERAL PRACTICE,F
PRV000552,ORG0552,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Kyle55 Halvorson124,GENERAL PRACTICE,M
PRV000553,ORG0553,220175,METROWEST MEDICAL CENTER,Madalyn472 Hoppe518,GENERAL PRACTICE,F
PRV000554,ORG0554,220090,MILFORD REGIONAL MEDICAL CENTER,Carroll471 Eichmann909,GENERAL PRACTICE,M
PRV000555,ORG0555,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Lanette41 Murray856,GENERAL PRACTICE,F
PRV000556,ORG0556,220002,MOUNT AUBURN HOSPITAL,Salvatore257 Nolan344,GENERAL PRACTICE,M
PRV000557,ORG0557,220177,NANTUCKET COTTAGE HOSPITAL,Earnest658 King743,GENERAL PRACTICE,M
PRV000558,ORG0558,220098,NASHOBA VALLEY MEDICAL CENTER,Alysia661 Bogan287,GENERAL PRACTICE,F
PRV000559,ORG0559,220088,NEW ENGLAND BAPTIST HOSPITAL,Kellee902 Buckridge80,GENERAL PRACTICE,F
PRV000560,ORG0560,220101,NEWTON-WELLESLEY HOSPITAL,Nilsa143 Moore224,GENERAL PRACTICE,F
PRV000561,ORG0561,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Antwan357 Lindgren255,GENERAL PRACTICE,M
PRV000562,ORG0562,220035,NORTH SHORE MEDICAL CENTER -,Elijah719 White193,GENERAL PRACTICE,M
PRV000563,ORG0563,22009F,NORTHAMPTON VA MEDICAL CENTER,Ray930 Lueilwitz711,GENERAL PRACTICE,M
PRV000564,ORG0564,220033,NORTHEAST HOSPITAL CORPORATION,Cleo27 Lehner980,GENERAL PRACTICE,M
PRV000565,ORG0565,220126,NORWOOD HOSPITAL,Millard193 Doyle959,GENERAL PRACTICE,M
PRV000566,ORG0566,220020,SAINT ANNE'S HOSPITAL,Waldo53 Hintz995,GENERAL PRACTICE,M
PRV000567,ORG0567,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Lady554 Kovacek682,GENERAL PRACTICE,F
PRV000568,ORG0568,220100,SOUTH SHORE HOSPITAL,Cinderella355 Koelpin146,GENERAL PRACTICE,F
PRV000569,ORG0569,224041,SOUTHCOAST BEHAVIORAL HEALTH,Clyde817 Konopelski743,GENERAL PRACTICE,F
PRV000570,ORG0570,220074,SOUTHCOAST HOSPITALS GROUP,Laci507 O'Keefe54,GENERAL PRACTICE,F
PRV000571,ORG0571,220176,ST VINCENT HOSPITAL,Kathe603 Davis923,GENERAL PRACTICE,F
PRV000572,ORG0572,220008,STURDY MEMORIAL HOSPITAL,Hal307 Wiegand701,GENERAL PRACTICE,M
PRV000573,ORG0573,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Idella49 Runte676,GENERAL PRACTICE,F
PRV000574,ORG0574,224001,TAUNTON STATE HOSPITAL,Elaina826 Ferry570,GENERAL PRACTICE,F
PRV000575,ORG0575,223304,THE SHRINERS' HOSPITAL FOR CHILDREN - BOSTON,Aaron697 Strosin214,GENERAL PRACTICE,M
PRV000576,ORG0576,220116,TUFTS MEDICAL CENTER,Cristy798 Auer97,GENERAL PRACTICE,F
PRV000577,ORG0577,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Elvira561 Ureña88,GENERAL PRACTICE,F
PRV000578,ORG0578,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Derick144 Bashirian201,GENERAL PRACTICE,M
PRV000579,ORG0579,220049,UMASS MEMORIAL HEALTHCARE-MARLBOROUGH HOSPITAL,Norah104 Jenkins714,GENERAL PRACTICE,F
PRV000580,ORG0580,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,Jill895 Hagenes547,GENERAL PRACTICE,F
PRV000581,ORG0581,22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,Odilia72 Mraz590,GENERAL PRACTICE,F
PRV000582,ORG0582,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Cristina921 Salazar800,GENERAL PRACTICE,F
PRV000583,ORG0583,224038,"WALDEN BEHAVIORAL CARE, LLC",Silvia880 Howe413,GENERAL PRACTICE,F
PRV000584,ORG0584,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Duane703 Koelpin146,GENERAL PRACTICE,M
PRV000585,ORG0585,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Errol226 Gaylord332,GENERAL PRACTICE,M
PRV000586,ORG0586,224039,WHITTIER PAVILION,Xavier983 Lubowitz58,GENERAL PRACTICE,M
PRV000587,ORG0587,220105,WINCHESTER HOSPITAL,Jose871 Dicki44,GENERAL PRACTICE,M
PRV000588,ORG0588,224032,WORCESTER RECOVERY CENTER AND HOSPITAL,Jewel43 Kassulke119,GENERAL PRACTICE,M
PRV000589,ORG0589,220062,ADCARE HOSPITAL OF WORCESTER INC,Maggie320 Eichmann909,GENERAL PRACTICE,F
PRV000590,ORG0590,220029,ANNA JAQUES HOSPITAL,Rubin812 Cummerata161,GENERAL PRACTICE,M
PRV000591,ORG0591,224013,ARBOUR HOSPITAL,Etsuko685 Torp761,GENERAL PRACTICE,F
PRV000592,ORG0592,224018,ARBOUR HUMAN RESOURCE INSTITUTE,Chanell45 Robel940,GENERAL PRACTICE,F
PRV000593,ORG0593,224021,ARBOUR-FULLER HOSPITAL,Dennis979 Effertz744,GENERAL PRACTICE,F
PRV000594,ORG0594,221303,ATHOL MEMORIAL HOSPITAL,Theron432 Bednar518,GENERAL PRACTICE,M
PRV000595,ORG0595,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Lenard338 Robel940,GENERAL PRACTICE,M
PRV000596,ORG0596,220077,BAYSTATE MEDICAL CENTER,Kristle148 Rodriguez71,GENERAL PRACTICE,F
PRV000597,ORG0597,220065,BAYSTATE NOBLE HOSPITAL,Isaias604 Dickinson688,GENERAL PRACTICE,M
PRV000598,ORG0598,220030,BAYSTATE WING HOSPITAL,Vicente970 Gamboa193,GENERAL PRACTICE,M
PRV000599,ORG0599,22001F,BEDFORD VA MEDICAL CENTER,Dusti191 Howe413,GENERAL PRACTICE,F
PRV000600,ORG0600,220046,BERKSHIRE MEDICAL CENTER,Mathew182 Cummings51,GENERAL PRACTICE,M
PRV000601,ORG0601,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,Reina25 Quesada500,GENERAL PRACTICE,F
PRV000602,ORG0602,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Luna60 Littel644,GENERAL PRACTICE,F
PRV000603,ORG0603,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Dan465 Block661,GENERAL PRACTICE,M
PRV000604,ORG0604,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,Darrick836 Hoppe518,GENERAL PRACTICE,M
PRV000605,ORG0605,223302,BOSTON CHILDREN'S HOSPITAL,Mateo562 Barajas558,GENERAL PRACTICE,M
PRV000606,ORG0606,220031,BOSTON MEDICAL CENTER,Noah480 Pagac496,GENERAL PRACTICE,M
PRV000607,ORG0607,220036,BOSTON MEDICAL CENTER-BRIGHTON,Celine582 Pagac496,GENERAL PRACTICE,F
PRV000608,ORG0608,224022,BOURNEWOOD HOSPITAL,Sheldon401 Hoeger474,GENERAL PRACTICE,M
PRV000609,ORG0609,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Margarita164 Abbott774,GENERAL PRACTICE,F
PRV000610,ORG0610,220110,BRIGHAM AND WOMEN'S HOSPITAL,Benny518 Jast432,GENERAL PRACTICE,M
PRV000611,ORG0611,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Bonita405 Boyer713,GENERAL PRACTICE,F
PRV000612,ORG0612,220011,CAMBRIDGE HEALTH ALLIANCE,Lahoma872 Macejkovic424,GENERAL PRACTICE,F
PRV000613,ORG0613,224031,CAPE COD & ISLANDS COMMUNITY MENTAL HEALTH CENTER,Mathilde204 Wintheiser220,GENERAL PRACTICE,F
PRV000614,ORG0614,220012,CAPE COD HOSPITAL,Deane47 Howe413,GENERAL PRACTICE,F
PRV000615,ORG0615,220017,CARNEY HOSPITAL,Irina619 Stiedemann542,GENERAL PRACTICE,F
PRV000616,ORG0616,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Rudolf736 Hermiston71,GENERAL PRACTICE,M
PRV000617,ORG0617,224028,DR JOHN C CORRIGAN MENTAL HEALTH CENTER,Denver542 Davis923,GENERAL PRACTICE,M
PRV000618,ORG0618,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Essie785 Schaefer657,GENERAL PRACTICE,F
PRV000619,ORG0619,220084,EMERSON HOSPITAL -,Oda116 Conn188,GENERAL PRACTICE,F
PRV000620,ORG0620,221302,FAIRVIEW HOSPITAL,Caroll955 Rowe323,GENERAL PRACTICE,F
PRV000621,ORG0621,220135,FALMOUTH HOSPITAL,Latasha666 Fay398,GENERAL PRACTICE,F
PRV000622,ORG0622,223300,FRANCISCAN CHILDREN'S HOSPITAL & REHAB CENTER,Rosario163 Kilback373,GENERAL PRACTICE,M
PRV000623,ORG0623,220111,GOOD SAMARITAN MEDICAL CENTER,Floyd420 Prohaska837,GENERAL PRACTICE,M
PRV000624,ORG0624,220095,HEYWOOD HOSPITAL -,Julianne852 Schaefer657,GENERAL PRACTICE,F
PRV000625,ORG0625,220080,HOLY FAMILY HOSPITAL,Sergio619 Volkman526,GENERAL PRACTICE,M
PRV000626,ORG0626,220024,HOLYOKE MEDICAL CENTER,Josh874 Hackett68,GENERAL PRACTICE,M
PRV000627,ORG0627,224045,HOSPITAL FOR BEHAVIORAL MEDICINE,Obdulia648 Schroeder447,GENERAL PRACTICE,F
PRV000628,ORG0628,220171,"LAHEY HOSPITAL & MEDICAL CENTER, BURLINGTON",Elvin140 Marks830,GENERAL PRACTICE,M
PRV000629,ORG0629,220063,LOWELL GENERAL HOSPITAL,Mickey576 Gerlach374,GENERAL PRACTICE,M
PRV000630,ORG0630,221300,MARTHA'S VINEYARD HOSPITAL INC,Rod343 Goyette777,GENERAL PRACTICE,M
PRV000631,ORG0631,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Ruth999 Legros616,GENERAL PRACTICE,F
PRV000632,ORG0632,220071,MASSACHUSETTS GENERAL HOSPITAL,Robby860 Schuster709,GENERAL PRACTICE,M
PRV000633,ORG0633,224007,MCLEAN HOSPITAL CORPORATION,Leland44 Bernier607,GENERAL PRACTICE,M
PRV000634,ORG0634,220070,MELROSEWAKEFIELD HEALTHCARE,Dannie881 Howell947,GENERAL PRACTICE,F
PRV000635,ORG0635,220066,MERCY MEDICAL CTR,Burt293 Berge125,GENERAL PRACTICE,M
PRV000636,ORG0636,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Carmelita854 Tromp100,GENERAL PRACTICE,F
PRV000637,ORG0637,220175,METROWEST MEDICAL CENTER,Rebekah348 Rippin620,GENERAL PRACTICE,F
PRV000638,ORG0638,220090,MILFORD REGIONAL MEDICAL CENTER,Conchita9 Rosas160,GENERAL PRACTICE,F
PRV000639,ORG0639,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Deon400 Fritsch593,GENERAL PRACTICE,M
PRV000640,ORG0640,220002,MOUNT AUBURN HOSPITAL,Quentin28 Fritsch593,GENERAL PRACTICE,M
PRV000641,ORG0641,220177,NANTUCKET COTTAGE HOSPITAL,Casey401 Schultz619,GENERAL PRACTICE,M
PRV000642,ORG0642,220098,NASHOBA VALLEY MEDICAL CENTER,Elli820 Boyle917,GENERAL PRACTICE,F
PRV000643,ORG0643,220088,NEW ENGLAND BAPTIST HOSPITAL,Josefina523 O'Connell601,GENERAL PRACTICE,F
PRV000644,ORG0644,220101,NEWTON-WELLESLEY HOSPITAL,José Eduardo181 Madrigal893,GENERAL PRACTICE,M
PRV000645,ORG0645,221304,NORTH ADAMS REGIONAL HOSPITAL CORPORATION,Tracey100 Hamill307,GENERAL PRACTICE,M
PRV000646,ORG0646,220035,NORTH SHORE MEDICAL CENTER -,Haywood675 Strosin214,GENERAL PRACTICE,M
PRV000647,ORG0647,22009F,NORTHAMPTON VA MEDICAL CENTER,Kari181 Trantow673,GENERAL PRACTICE,F
PRV000648,ORG0648,220033,NORTHEAST HOSPITAL CORPORATION,Delbert384 Carter549,GENERAL PRACTICE,M
PRV000649,ORG0649,220126,NORWOOD HOSPITAL,Emerita401 Satterfield305,GENERAL PRACTICE,F
PRV000650,ORG0650,220020,SAINT ANNE'S HOSPITAL,Jerri638 Stiedemann542,GENERAL PRACTICE,F
PRV000651,ORG0651,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Theresa98 Schuppe920,GENERAL PRACTICE,F
PRV000652,ORG0652,220100,SOUTH SHORE HOSPITAL,Kisha966 Beahan375,GENERAL PRACTICE,F
PRV000653,ORG0653,224041,SOUTHCOAST BEHAVIORAL HEALTH,Sharron285 Okuneva707,GENERAL PRACTICE,F
