employee_id,candidate_id,request_id,hospital_id,hospital_name,employee_name,email,phone,role,department,employment_type,license_state,license_status,hire_date,assignment_start_date,assignment_end_date,hourly_pay_rate,employment_status
EMP003138,CAN012597,REQ000741,220035,NORTH SHORE MEDICAL CENTER -,Lindsay Ewing,dorseylisa@example.com,899.589.7317x186,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-05-28,2026-08-27,127.75,On Leave
EMP003139,CAN012598,REQ000939,220029,ANNA JAQUES HOSPITAL,Holly Cardenas,ncurry@example.org,001-253-628-5950,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2025-10-29,2025-11-26,38.7,Active
EMP003140,CAN012599,REQ000890,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Kimberly Williams,curtiscourtney@example.com,3228435133,Respiratory Therapist,Respiratory Care,Local Contract,MA,Pending,2026-07-31,2025-10-20,2026-01-12,48.65,Active
EMP003141,CAN012612,REQ000212,220017,CARNEY HOSPITAL,Adrienne Wilson,amandamitchell@example.com,001-980-673-9617x4747,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2025-11-14,2025-12-12,68.53,Active
EMP003142,CAN012618,REQ000418,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Dorothy Lopez,vwilson@example.org,+1-437-973-7400x26090,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-07-18,2027-01-16,70.1,Active
EMP003143,CAN012633,REQ000177,220019,UMASS MEMORIAL HEALTH - HARRINGTON HOSPITAL,Mrs. Olivia Gonzalez,jacob78@example.net,(526)876-7020x739,Travel Nurse,Travel Nursing,Travel Contract,MA,Pending,2026-07-31,2025-11-30,2026-03-01,59.74,Active
EMP003144,CAN012637,REQ000615,220105,WINCHESTER HOSPITAL,Gregory Newman,mikegonzales@example.com,001-859-396-9127x368,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-05-20,2026-11-18,57.77,Active
EMP003145,CAN012644,REQ000332,224041,SOUTHCOAST BEHAVIORAL HEALTH,Amanda Drake,heathersmith@example.net,(889)207-2468,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-12-08,2026-02-02,167.4,Active
EMP003146,CAN012661,REQ001213,22001F,BEDFORD VA MEDICAL CENTER,Melanie Smith,millerheidi@example.org,905-726-6280x920,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2026-06-22,2026-07-20,43.41,Active
EMP003147,CAN012663,REQ000725,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Victor Salas,jeffrey37@example.org,(709)709-5798x2654,Travel Nurse,Travel Nursing,Local Contract,MA,Expired,2026-07-31,2026-01-04,2026-07-05,77.03,On Leave
EMP003148,CAN012669,REQ000731,220012,CAPE COD HOSPITAL,Sherri Moran,carrollkeith@example.com,+1-491-542-0321,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-03-08,2026-05-03,39.94,Active
EMP003149,CAN012676,REQ000806,220017,CARNEY HOSPITAL,Joseph Mitchell,milesmelinda@example.org,(397)504-3715x62679,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-01-07,2026-04-29,57.51,Active
EMP003150,CAN012678,REQ000610,220088,NEW ENGLAND BAPTIST HOSPITAL,Tracy Burns,zacharyerickson@example.com,+1-468-215-8359x0228,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-09-08,2025-12-01,135.92,Active
EMP003151,CAN012680,REQ000345,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Crystal Rodriguez,kevinjames@example.com,001-684-658-0438x692,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-02-04,2026-08-05,58.82,Assignment Completed
EMP003152,CAN012681,REQ001012,220101,NEWTON-WELLESLEY HOSPITAL,Richard Baker,terri69@example.net,001-236-598-0866x605,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-01-30,2026-03-27,64.32,Active
EMP003153,CAN012689,REQ000910,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Emily Ruiz,jenniferburgess@example.com,451.858.7268x60086,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2025-10-30,2026-04-30,205.05,Assignment Completed
EMP003154,CAN012695,REQ000866,220126,NORWOOD HOSPITAL,Samantha Jones,gonzalesbrandon@example.org,245-442-6417x85208,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2026-07-22,2026-11-11,63.09,Active
EMP003155,CAN012696,REQ001140,220010,MERRIMACK HEALTH LAWRENCE HOSPITAL,Thomas Sutton,christine77@example.com,962.488.1415x326,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2026-08-14,2026-11-13,34.1,Active
EMP003156,CAN012698,REQ001764,220065,BAYSTATE NOBLE HOSPITAL,Stephen Medina,jenna05@example.org,8808183234,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2025-10-27,2026-02-16,46.25,Active
EMP003157,CAN012702,REQ000639,220071,MASSACHUSETTS GENERAL HOSPITAL,Dr. Rebekah Sanchez,guerreronicholas@example.net,207.468.8749x153,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2026-08-25,2026-09-22,57.05,Assignment Completed
EMP003158,CAN012705,REQ001466,220016,BAYSTATE FRANKLIN MEDICAL CENTER,Amanda Robinson,amy70@example.org,602-425-3892x5848,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2025-09-29,2025-10-27,60.83,Active
EMP003159,CAN012712,REQ000424,220029,ANNA JAQUES HOSPITAL,Katherine Harris,poolekathryn@example.net,2798479218,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2025-10-28,2026-01-20,69.17,Active
EMP003160,CAN012713,REQ000898,223302,BOSTON CHILDREN'S HOSPITAL,David Wong,jacquelineowen@example.net,(216)245-7682,Emergency Room Nurse,Emergency Department,Per Diem,MA,Active,2026-07-31,2026-03-25,2026-09-23,72.96,Active
EMP003161,CAN012715,REQ000631,220105,WINCHESTER HOSPITAL,Tiffany Lewis,jill89@example.com,239.890.2066x5618,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2025-08-29,2025-11-21,64.1,Active
EMP003162,CAN012719,REQ000237,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,John Cohen,uadams@example.net,8999235049,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2026-07-25,2026-08-22,139.55,Active
EMP003163,CAN012721,REQ000479,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Monica Rose,josephdyer@example.net,+1-858-953-7212x18134,Physical Therapist,Rehabilitation,Local Contract,MA,Pending,2026-07-31,2025-11-01,2025-11-29,69.93,Active
EMP003164,CAN012723,REQ001574,220083,BETH ISRAEL DEACONESS HOSPITAL - NEEDHAM,Jennifer Holmes,amanda91@example.org,(732)891-4765,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2025-11-09,2025-12-07,79.65,Active
EMP003165,CAN012726,REQ000081,220066,MERCY MEDICAL CTR,Michael Brown,leslie63@example.org,830.374.9153x1177,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-08-17,2026-12-07,82.5,Active
EMP003166,CAN012727,REQ001576,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Douglas Gregory DDS,zimmermantyler@example.net,793-414-1244,Physical Therapist,Rehabilitation,Per Diem,MA,Active,2026-07-31,2025-12-24,2026-03-25,62.99,Active
EMP003167,CAN012731,REQ000123,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Ricky Good,timothyboyle@example.com,496.832.4194x236,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-03-02,2026-06-01,47.68,Active
EMP003168,CAN012732,REQ000904,220008,STURDY MEMORIAL HOSPITAL,Veronica Schwartz,rebeccanelson@example.org,789-944-9176x001,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2025-11-09,2026-02-01,67.7,Active
EMP003169,CAN012734,REQ000415,220062,ADCARE HOSPITAL OF WORCESTER INC,Michelle Braun,hingram@example.com,+1-429-248-2766,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-07-22,2027-01-20,43.2,Active
EMP003170,CAN012738,REQ000243,220066,MERCY MEDICAL CTR,Pedro Davies,troy65@example.com,745-236-6876x20809,Laboratory Technician,Laboratory,Travel Contract,MA,Active,2026-07-31,2025-09-26,2026-01-16,32.2,Active
EMP003171,CAN012740,REQ001333,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Matthew Campos,blackjames@example.com,001-206-834-0779x906,ICU Nurse,Intensive Care Unit,Travel Contract,MA,Active,2026-07-31,2026-04-10,2026-06-05,51.39,Active
EMP003172,CAN012741,REQ001019,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Erin Haynes,evan53@example.com,730.654.6340x022,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-03-07,2026-09-05,53.57,Assignment Completed
EMP003173,CAN012745,REQ001671,220080,HOLY FAMILY HOSPITAL,Jessica Wood,melissa53@example.com,001-760-546-1397x2224,Physician,Medical Services,Travel Contract,MA,Active,2026-07-31,2025-11-30,2026-01-25,129.74,Active
EMP003174,CAN012747,REQ000927,223302,BOSTON CHILDREN'S HOSPITAL,Brandon King,joannamiller@example.com,595-510-3455,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2025-10-06,2025-11-03,185.29,Active
EMP003175,CAN012749,REQ000890,224044,WESTBOROUGH BEHAVIORAL HEALTHCARE HOSPITAL LLC,Vicki Gibson,donnachristian@example.org,914-723-2417x5818,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2025-10-20,2026-01-12,52.03,Active
EMP003176,CAN012750,REQ000897,224007,MCLEAN HOSPITAL CORPORATION,Douglas Green,edwardsmonique@example.com,001-500-923-3970,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-06-24,2026-09-23,41.05,Active
EMP003177,CAN012755,REQ001456,220095,HEYWOOD HOSPITAL -,Alexander Sparks,russell23@example.org,413.730.2798,Respiratory Therapist,Respiratory Care,Per Diem,MA,Active,2026-07-31,2026-01-27,2026-07-28,51.05,Assignment Completed
EMP003178,CAN012757,REQ001644,220030,BAYSTATE WING HOSPITAL,Jeffrey Brooks,slopez@example.net,(394)551-0378x32113,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2026-01-25,2026-04-19,34.38,Assignment Completed
EMP003179,CAN012768,REQ000089,221300,MARTHA'S VINEYARD HOSPITAL INC,Erin Camacho,dianegarcia@example.com,5162957860,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-07-12,2026-10-04,59.17,Active
EMP003180,CAN012771,REQ000205,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Kimberly Boyd,catherine76@example.org,+1-227-990-9253x544,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2026-08-14,2026-09-11,63.96,On Leave
EMP003181,CAN012773,REQ001720,220077,BAYSTATE MEDICAL CENTER,Michelle Ray,fellison@example.net,306.639.8795,Emergency Room Nurse,Emergency Department,Travel Contract,MA,Active,2026-07-31,2026-06-13,2026-09-12,63.33,Active
EMP003182,CAN012775,REQ001631,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Lauren Jones,kimberlyhuerta@example.com,001-821-692-1624x171,Registered Nurse,General Nursing,Local Contract,MA,Active,2026-07-31,2026-06-21,2026-09-20,59.48,Active
EMP003183,CAN012776,REQ000806,220017,CARNEY HOSPITAL,Jonathon Scott,ayerskristina@example.org,680-995-7386x8822,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-01-07,2026-04-29,56.68,Active
EMP003184,CAN012783,REQ001493,220020,SAINT ANNE'S HOSPITAL,Sue Thomas,laura93@example.com,4646547096,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2026-02-25,2026-04-22,78.54,Active
EMP003185,CAN012792,REQ001883,220080,HOLY FAMILY HOSPITAL,Jessica Martinez,caitlinsparks@example.org,4094018366,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-01-10,2026-04-11,127.12,Active
EMP003186,CAN012793,REQ001321,22001F,BEDFORD VA MEDICAL CENTER,Rachel Obrien,barbaramartin@example.com,+1-250-232-1438x1355,Allied Health Professional,Allied Health,Travel Contract,MA,Active,2026-07-31,2026-04-02,2026-07-23,63.14,Active
EMP003187,CAN012794,REQ000493,220111,GOOD SAMARITAN MEDICAL CENTER,Angela Mitchell,rwelch@example.net,576.545.7535x4741,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-04-03,2026-05-01,57.98,Active
EMP003188,CAN012800,REQ001734,224021,ARBOUR-FULLER HOSPITAL,Latoya Duran,csantos@example.com,(391)215-6379,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-01-16,2026-04-17,49.1,Active
EMP003189,CAN012803,REQ001153,220015,"COOLEY DICKINSON HOSPITAL INC,THE",Louis Riggs,uconley@example.net,540.901.5463,Physician,Medical Services,Permanent Placement,MA,Active,2026-07-31,2025-11-23,2026-03-15,145.49,Active
EMP003190,CAN012805,REQ000559,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Jessica Hamilton,bridget38@example.org,480-262-5191x3759,Allied Health Professional,Allied Health,Travel Contract,MA,Active,2026-07-31,2026-04-02,2026-06-25,49.51,Active
EMP003191,CAN012806,REQ001378,220073,BROWN UNIVERSITY HEALTH MORTON HOSPITAL,Amanda Gardner,garciajames@example.net,363.962.0007x30647,Travel Nurse,Travel Nursing,Travel Contract,MA,Pending,2026-07-31,2025-12-29,2026-04-20,70.35,Active
EMP003192,CAN012807,REQ001580,220008,STURDY MEMORIAL HOSPITAL,Sean Taylor,williamsabigail@example.net,001-382-658-0898x2064,Laboratory Technician,Laboratory,Local Contract,MA,Active,2026-07-31,2025-10-10,2026-01-02,40.02,Active
EMP003193,CAN012810,REQ000776,224043,TARAVISTA BEHAVIORAL HEALTH CENTER,Mrs. Robin Clayton,stephanie03@example.org,528.471.0454,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2026-01-16,2026-04-17,44.15,Assignment Completed
EMP003194,CAN012815,REQ001167,220036,BOSTON MEDICAL CENTER-BRIGHTON,Lisa Gomez,kaitlinarellano@example.org,714-455-1231,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2025-09-30,2025-12-30,213.8,Active
EMP003195,CAN012820,REQ001372,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Kenneth Ross,rhondabullock@example.com,(581)463-9398,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2025-12-27,2026-03-28,214.61,Active
EMP003196,CAN012826,REQ001005,220074,SOUTHCOAST HOSPITALS GROUP,John Contreras,stevenleblanc@example.com,001-718-556-3044x940,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2025-11-30,2026-01-25,64.39,Active
EMP003197,CAN012837,REQ001010,220029,ANNA JAQUES HOSPITAL,Todd Cabrera,marie56@example.org,(578)215-8361x6446,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-07-26,2027-01-24,64.51,Active
EMP003198,CAN012839,REQ000032,220175,METROWEST MEDICAL CENTER,Jo Kim,alicia63@example.net,215.266.4228,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2025-11-21,2026-03-13,38.89,Assignment Completed
EMP003199,CAN012843,REQ000688,220110,BRIGHAM AND WOMEN'S HOSPITAL,Jason Schneider,stewartroger@example.net,001-248-580-5484x834,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2026-03-28,2026-07-18,54.33,Active
EMP003200,CAN012845,REQ001942,220101,NEWTON-WELLESLEY HOSPITAL,Marissa Crosby,ricenatalie@example.org,001-616-226-8009,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2026-01-28,2026-04-22,92.84,Active
EMP003201,CAN012859,REQ000057,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Justin Williams,jeffersonroger@example.net,+1-489-906-4604x82121,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2025-10-16,2026-01-15,44.9,Active
EMP003202,CAN012872,REQ000025,220090,MILFORD REGIONAL MEDICAL CENTER,Whitney Williams,bartonmichael@example.org,617-593-4376x552,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Pending,2026-07-31,2026-06-13,2026-10-03,48.61,Active
EMP003203,CAN012875,REQ000739,220071,MASSACHUSETTS GENERAL HOSPITAL,Teresa Torres,alexander82@example.net,691-361-0528x0105,Emergency Room Nurse,Emergency Department,Local Contract,MA,Active,2026-07-31,2025-08-20,2025-12-10,61.09,Assignment Completed
EMP003204,CAN012880,REQ001364,224013,ARBOUR HOSPITAL,Mariah Gregory,johnnyanderson@example.net,(881)800-4141,Physical Therapist,Rehabilitation,Local Contract,MA,Active,2026-07-31,2026-08-18,2026-11-17,63.05,Assignment Completed
EMP003205,CAN012888,REQ000967,220066,MERCY MEDICAL CTR,Sara Cunningham,matthew50@example.org,+1-624-877-3102x389,Physical Therapist,Rehabilitation,Permanent Placement,MA,Active,2026-07-31,2026-03-18,2026-09-16,65.29,Active
EMP003206,CAN012890,REQ000565,220110,BRIGHAM AND WOMEN'S HOSPITAL,Judy Riley,grantsarah@example.net,(507)806-4502,Radiologic Technologist,Radiology,Local Contract,MA,Active,2026-07-31,2026-03-30,2026-06-22,54.87,Active
EMP003207,CAN012891,REQ000740,220060,BETH ISRAEL DEACONESS HOSPITAL PLYMOUTH,Alexandra Martinez,mpetersen@example.org,001-503-944-1449x1196,Registered Nurse,General Nursing,Travel Contract,MA,Active,2026-07-31,2026-03-02,2026-08-31,46.87,Active
EMP003208,CAN012895,REQ001824,220176,ST VINCENT HOSPITAL,Stacey Clements,brian41@example.net,445-965-2416x932,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2025-11-19,2026-05-20,31.75,Active
EMP003209,CAN012896,REQ001039,220175,METROWEST MEDICAL CENTER,Debbie Jones,thompsonclaudia@example.net,+1-875-947-3838x61052,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-01-29,2026-04-30,65.74,Active
EMP003210,CAN012900,REQ000339,220062,ADCARE HOSPITAL OF WORCESTER INC,David Singh,williamcollins@example.com,818.241.2994,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-05-20,2026-11-18,51.25,Active
EMP003211,CAN012905,REQ001711,220046,BERKSHIRE MEDICAL CENTER,Angela Jimenez,carrillolouis@example.net,001-436-500-8007x52890,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2025-10-28,2026-01-27,66.2,Active
EMP003212,CAN012915,REQ001540,220077,BAYSTATE MEDICAL CENTER,Erin Herrera DVM,jasonsmith@example.net,001-996-220-6078x782,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-07-22,2027-01-20,132.64,Assignment Completed
EMP003213,CAN012916,REQ001404,220084,EMERSON HOSPITAL -,Andrew Compton,caroljohnson@example.org,(672)460-7424,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2026-03-02,2026-05-25,70.99,Active
EMP003214,CAN012919,REQ001284,220110,BRIGHAM AND WOMEN'S HOSPITAL,Sharon Gonzales,kingshannon@example.org,752-788-7996,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2025-11-03,2026-05-04,44.01,Assignment Completed
EMP003215,CAN012924,REQ000427,221302,FAIRVIEW HOSPITAL,Troy Roberts,kellyschmidt@example.org,982.797.9546x06473,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2026-04-28,2026-08-18,60.66,Assignment Completed
EMP003216,CAN012925,REQ001255,224022,BOURNEWOOD HOSPITAL,Andrew Brown,johnsonkevin@example.com,+1-880-401-7604x029,Allied Health Professional,Allied Health,Permanent Placement,MA,Active,2026-07-31,2025-09-25,2026-03-26,35.49,Active
EMP003217,CAN012927,REQ001628,220176,ST VINCENT HOSPITAL,Robert Young,ryanguzman@example.com,+1-801-207-8596x24779,Emergency Room Nurse,Emergency Department,Per Diem,MA,Pending,2026-07-31,2026-08-14,2026-09-11,72.3,Active
EMP003218,CAN012930,REQ000358,22009F,NORTHAMPTON VA MEDICAL CENTER,Brittany Henry,turneralexis@example.org,(273)804-4474,Radiologic Technologist,Radiology,Permanent Placement,MA,Active,2026-07-31,2026-06-25,2026-07-23,57.75,Assignment Completed
EMP003219,CAN012937,REQ001838,220095,HEYWOOD HOSPITAL -,Autumn Rose,denise70@example.org,318-457-0945x38084,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2026-03-20,2026-06-19,53.97,Active
EMP003220,CAN012943,REQ000900,224040,DR SOLOMON CARTER FULLER MENTAL HEALTH CENTER,Tiffany Pittman,megan13@example.com,492.969.7063,Physician,Medical Services,Travel Contract,MA,Active,2026-07-31,2026-07-04,2026-09-26,155.32,Active
EMP003221,CAN012948,REQ000180,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Karen Smith,youngwilliam@example.com,001-499-618-3985x2093,Respiratory Therapist,Respiratory Care,Travel Contract,MA,Active,2026-07-31,2026-08-26,2027-02-24,55.74,Active
EMP003222,CAN012952,REQ001051,220002,MOUNT AUBURN HOSPITAL,Christopher Welch,shawwendy@example.com,001-312-221-4906x436,Registered Nurse,General Nursing,Travel Contract,MA,Pending,2026-07-31,2026-05-04,2026-08-03,45.63,Active
EMP003223,CAN012957,REQ000194,220105,WINCHESTER HOSPITAL,Nathan Goodman,jamesholt@example.com,001-968-633-8444x995,Respiratory Therapist,Respiratory Care,Local Contract,MA,Active,2026-07-31,2026-05-23,2026-11-21,55.11,Active
EMP003224,CAN012959,REQ000925,220012,CAPE COD HOSPITAL,Tanner Farmer,ginamcdowell@example.com,547-559-9988,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2025-10-27,2025-12-22,44.44,Active
EMP003225,CAN012961,REQ000730,220119,BRIGHAM AND WOMEN FAULKNER HOSPITAL,Edward Davis,odavis@example.org,5705773572,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-09-02,2026-12-23,131.08,Active
EMP003226,CAN012970,REQ001695,220001,UMASS MEMORIAL HEALTHALLIANCE HOSPITALS,Matthew Hicks,andersonpatricia@example.com,(725)731-9742,Physical Therapist,Rehabilitation,Travel Contract,MA,Active,2026-07-31,2026-07-01,2026-12-30,54.18,Active
EMP003227,CAN012973,REQ000224,224046,MIRAVISTA BEHAVIORAL HEALTH CENTER,Richard Henson,amandaking@example.net,(790)629-6608x26352,Allied Health Professional,Allied Health,Local Contract,MA,Active,2026-07-31,2025-11-10,2026-01-05,58.32,Active
EMP003228,CAN012976,REQ001145,22001F,BEDFORD VA MEDICAL CENTER,Mary Barton,ttapia@example.com,+1-331-719-4508x35487,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2026-03-17,2026-06-16,50.35,Active
EMP003229,CAN012978,REQ000801,220035,NORTH SHORE MEDICAL CENTER -,Linda Lewis,brenda55@example.com,(899)586-3939x173,Radiologic Technologist,Radiology,Per Diem,MA,Active,2026-07-31,2026-04-12,2026-07-05,51.79,Active
EMP003230,CAN012983,REQ001021,221300,MARTHA'S VINEYARD HOSPITAL INC,Andrew Smith,eugenelopez@example.org,239-265-9903x70503,Radiologic Technologist,Radiology,Travel Contract,MA,Active,2026-07-31,2025-12-06,2026-02-28,41.41,Active
EMP003231,CAN012984,REQ000470,224021,ARBOUR-FULLER HOSPITAL,Adam Williams,fritzjames@example.net,+1-760-995-5686x45797,Travel Nurse,Travel Nursing,Permanent Placement,MA,Active,2026-07-31,2025-11-01,2025-12-27,58.74,Active
EMP003232,CAN012988,REQ001834,220024,HOLYOKE MEDICAL CENTER,Laura Stone,wilsonlaura@example.org,2946158882,Travel Nurse,Travel Nursing,Per Diem,MA,Active,2026-07-31,2026-03-08,2026-05-31,81.25,Assignment Completed
EMP003233,CAN012991,REQ000750,220071,MASSACHUSETTS GENERAL HOSPITAL,Michael Sanchez,elee@example.org,+1-873-999-4621,Respiratory Therapist,Respiratory Care,Permanent Placement,MA,Active,2026-07-31,2026-05-16,2026-07-11,44.42,Active
EMP003234,CAN013000,REQ001875,223302,BOSTON CHILDREN'S HOSPITAL,Timothy James,gonzalesjason@example.com,+1-873-531-8578,ICU Nurse,Intensive Care Unit,Local Contract,MA,Active,2026-07-31,2026-01-02,2026-07-03,75.3,Active
EMP003235,CAN013005,REQ000951,220066,MERCY MEDICAL CTR,John Miller,khoward@example.net,609-812-6206x5633,Laboratory Technician,Laboratory,Per Diem,MA,Active,2026-07-31,2026-04-15,2026-05-13,41.39,Active
EMP003236,CAN013020,REQ001837,224023,WESTWOOD PEMBROKE HEALTH SYSTEMS,Kelly Mcdonald,boltonkristen@example.net,001-703-714-1962,Physician,Medical Services,Per Diem,MA,Active,2026-07-31,2026-03-11,2026-07-01,130.65,Active
EMP003237,CAN013025,REQ000870,223302,BOSTON CHILDREN'S HOSPITAL,Ryan Diaz,gloria28@example.net,8046300546,Laboratory Technician,Laboratory,Permanent Placement,MA,Active,2026-07-31,2026-08-20,2026-12-10,30.25,Active
EMP003238,CAN013026,REQ001682,220075,MASSACHUSETTS EYE AND EAR INFIRMARY -,Emily Sanchez,morgangutierrez@example.org,954-510-7090x759,Registered Nurse,General Nursing,Per Diem,MA,Active,2026-07-31,2025-10-16,2025-11-13,42.07,Active
EMP003239,CAN013028,REQ000999,220011,CAMBRIDGE HEALTH ALLIANCE,Kelly Bonilla,walter97@example.net,001-517-843-3797x15247,ICU Nurse,Intensive Care Unit,Permanent Placement,MA,Active,2026-07-31,2025-10-17,2026-01-09,66.24,Active
EMP003240,CAN013031,REQ001920,220105,WINCHESTER HOSPITAL,Gerald Banks,garzasandra@example.com,6783116639,ICU Nurse,Intensive Care Unit,Per Diem,MA,Pending,2026-07-31,2026-05-10,2026-08-02,55.23,Active
EMP003241,CAN013032,REQ001343,224041,SOUTHCOAST BEHAVIORAL HEALTH,Kyle Douglas,grayrichard@example.net,(630)855-3397,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2025-12-13,2026-01-10,92.52,Active
EMP003242,CAN013035,REQ001973,220052,SIGNATURE HEALTHCARE BROCKTON HOSPITAL,Alexis Rodriguez,nicolebutler@example.org,+1-819-814-7386x36849,Physician,Medical Services,Local Contract,MA,Active,2026-07-31,2026-07-31,2027-01-29,127.27,Active
EMP003243,CAN013038,REQ001752,221302,FAIRVIEW HOSPITAL,Mrs. Crystal Willis DDS,destinymartin@example.com,9797345305,Emergency Room Nurse,Emergency Department,Per Diem,MA,Active,2026-07-31,2026-05-02,2026-10-31,58.13,Active
EMP003244,CAN013039,REQ001349,224001,TAUNTON STATE HOSPITAL,Terri Lindsey,elopez@example.org,(664)233-1691x2368,ICU Nurse,Intensive Care Unit,Per Diem,MA,Active,2026-07-31,2025-09-17,2026-01-07,81.91,Active
EMP003245,CAN013047,REQ000441,224047,VALLEY SPRINGS BEHAVIORAL HEALTH HOSPITAL,Tami Chapman,sarahall@example.com,(602)994-8142x6835,Travel Nurse,Travel Nursing,Local Contract,MA,Active,2026-07-31,2026-07-05,2027-01-03,58.76,Active
